Burghardt_ID,street_address,Side,space_type,SPP,common,MULTI_STEM,DBH_2018,Ht_2018,Notes_2018,Condition,area_id,grade,grade_group,mean_temp_C,Status,HOLC_neigh,SPACELENGTH,SPACEWIDTH,survey_date,Observer(s),Site Type,Land Use,Groundcover,Mortality Status,Basal Sprouts,Root Girdling,Tree Height (ft),Trunk Diameter (in),Height of Diameter (in),Fine Twig Dieback,Leaf Discoloration,Leaf Defoliation,Crown Light Exposure,Crown Vigor,Exit Holes,Exudation/Growths,Galleries,Bark Fissures/cankers,Scale,Aphids,Twig/branch Galls,Leaf Galls,SLF,Natural Enemies,Ants,Pruning,Watering,Fencing,Vehicle Damage,survey_notes,dog_poop,trash,spider_mite,foreign_embedded,Species ID Notes,Overhead Conflicts,Flatids,Whitefly,caterpillars_combined,Phi2,PhiNPQ,PhiNO,Ambient Humidity,Ambient Temperature,Leaf Temperature,Leaf Temperature Differential,leaf_thickness,SPAD,photosynq_date,Time of Day,temp_C,lat,long,buffer_temp_C
101709,"5315 NORTHWOOD DR, Baltimore, MD",NA,Open/Unrestricted,Quercus palustris,"oak, pin",1,2.5,10,NA,Good,2879,A,AB,34.64915582,focal,A6,>20,>20,7/15/2024,KM KTB ALP MS,Other Maintained Landscaped Area,Mixed Use,Bare ground,Alive,Absent,0 (none),31.17,9,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),Round in rows (sapsucker),None,None,None,None,None,None,Trace,Moderate,Trace,Trace,None,NA,NA,None,NA,Absent,Absent,None,Absent,ok,None,None,None,Trace,0.497,0.318,0.184,37.57227,39.78,38.89,-0.89,0.02,35.523,7/15/2024 14:25,14.43027778,34.273834228515625,39.35289099,-76.59606268,34.2343760899135
90095,"4501 LOCH RAVEN BLVD, Baltimore, MD",NA,Median/Island,Taxodium distichum,"baldcypress, common",1,1,7,NA,Good,2879,A,AB,34.64915582,focal,A6,>20,>20,7/15/2024,KM KTB ALP MS,Median,Mixed Use,Lawn,Alive,Absent,0 (none),17.52,3.72,54,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,None,None,None,None,None,Trace,None,None,None,NA,NA,None,not spider mite discoloration,Absent,Absent,None,Absent,ok,None,None,None,None,0.105,0.848,0.047,40.56641,38.23,40.43,2.2,0.2,9.49,7/15/2024 11:30,11.51388889,34.64303970336914,39.34704043,-76.59195204,34.6335229873657
143839,"4216 LOCH RAVEN BLVD, Baltimore, MD",NA,Median/Island,Taxodium distichum,"baldcypress, common",1,1,6,DBH at 1,Good,2879,A,AB,34.64915582,back-up,A6,>20,>20,7/15/2024,KM KTB ALP MS,Median,Mixed Use,Bare ground,Alive,Absent,0 (none),10.6,2.06,54,(5) 2-5%,3 (26-50%),1 (0-1%),5 (all sides in sun),3 (moderately unhealthy),None,Sticky or hardened clear/brown resin,None,None,None,None,None,None,None,Trace,None,Healed,NA,NA,None,"substantial old spiders mite, moderate pentatomid",Absent,Absent,Substantive,Absent,ok,None,None,None,Trace,0.168,0.747,0.085,39.86719,38.81,40.69,1.88,0.11,6.501,7/15/2024 11:15,11.25111111,34.9692497253418,39.34180227,-76.59314758,34.97083064488
143852,"4216 LOCH RAVEN BLVD, Baltimore, MD",NA,Median/Island,Taxodium distichum,"baldcypress, common",1,1.3,8,NA,Good,2879,A,AB,34.64915582,focal,A6,>20,>20,7/15/2024,KM KTB ALP MS,Median,Mixed Use,Lawn,Standing Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.95674514770508,39.34190227,-76.59311082,34.935984475272
143873,"4216 LOCH RAVEN BLVD, Baltimore, MD",NA,Median/Island,Taxodium distichum,"baldcypress, common",1,1.4,7,NA,Good,2879,A,AB,34.64915582,focal,A6,>20,>20,7/15/2024,KM KTB ALP MS,Median,Mixed Use,Lawn,Standing Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9168701171875,39.34202481,-76.59306772,34.9159183502197
105769,"510 S MONTFORD AVE, Baltimore, MD",NA,Well/Pit,Cladrastis kentukea,yellowwood,1,1.7,8,NA,Good,2871,D,D,35.53895972,focal,D2,4,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Mixed Use,Other,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bare pit w astroturf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.08292770385742,39.28552049,-76.58296652,35.0986093793597
110438,"617 S POTOMAC ST, Baltimore, MD",NA,Well/Pit,Cladrastis kentukea,yellowwood,1,1.6,8,NA,Good,2871,D,D,35.53895972,back-up,D2,7,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Stump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,recent stump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.575191497802734,39.28493128,-76.57422755,35.5598780314128
118222,"1106 S EAST AVE, Baltimore, MD",NA,Well/Pit,Cladrastis kentukea,yellowwood,1,2.1,10,NA,Good,2871,D,D,35.53895972,focal,D2,8,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Mixed Use,Other,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paved over asphalt and manhole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.55198287963867,39.28014844,-76.57120633,35.574944632394
129323,"3901 FLEET ST, Baltimore, MD",NA,Well/Pit,Cladrastis kentukea,yellowwood,3,2,8,NA,Good,2871,D,D,35.53895972,focal,D2,8,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Mixed Use,Other,Alive,Absent,0 (none),14.3,6.34,16,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,Sticky or hardened clear/brown resin,None,Moderate,None,None,None,None,None,Trace,None,Healed,NA,NA,Car (off ground),"bird nest, gravel ground cover",Absent,Absent,None,Absent,ok,None,None,None,None,0.598,0.158,0.244,45.20898,33.17,30.87,-2.3,0.78,35.218,7/24/2024 13:13,13.21972222,36.28534698486328,39.28565313,-76.56408102,36.2840663364955
111969,"3244 FAIT AVE, Baltimore, MD",NA,Well/Pit,Cornus florida,"dogwood, flowering",1,1,5,NA,Good,2871,D,D,35.53895972,focal,D2,7,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not dogwood.  2 elms 1 dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.42503356933594,39.28351811,-76.56995004,35.4115071296692
114134,"3300 E PRATT ST, Baltimore, MD",NA,Well/Pit,Cornus florida,"dogwood, flowering",1,2,7,DBH at 3,Good,2871,D,D,35.53895972,focal,D2,8,5,7/24/2024,KM ALP MS,Sidewalk Planting Strip,Mixed Use,Herbaceous,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no dogwood new maple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.16215896606445,39.29039408,-76.57013822,36.1974901471819
118126,"1025 S POTOMAC ST, Baltimore, MD",NA,Well/Pit,Liquidambar styraciflua,"sweetgum, American",1,2.5,12,NA,Good,2871,D,D,35.53895972,focal,D2,8,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),29.2,6.67,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),Round in rows (sapsucker),None,None,Trace,None,None,None,None,None,Trace,None,Improper (minor/branches),NA,NA,Car (off ground),weed cloth,Absent,Absent,None,Absent,not rotundiloba,None,None,Moderate,None,0.739,0.05,0.212,52.67969,33.49,30.11,-3.38,0.24,43.46,7/24/2024 12:41,12.69222222,35.32266616821289,39.28031282,-76.5739047,35.3075201851981
131272,"116 S EATON ST, Baltimore, MD",NA,Well/Pit,Liquidambar styraciflua,"sweetgum, American",1,2.5,10,NA,Good,2871,D,D,35.53895972,focal,D2,8,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Alive,Absent,0 (none),24.3,6.19,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,Sticky or hardened clear/brown resin,None,Substantive,None,None,None,None,None,Trace,Trace,Healed,NA,NA,Car (off ground),NA,Absent,Absent,None,Absent,not rotundiloba,None,None,Trace,None,0.693,0.087,0.221,58.43945,31.37,27.49,-3.88,0.25,41.762,7/24/2024 10:46,10.76916667,35.99910354614258,39.29075285,-76.56562979,35.9962468828474
128152,"3526 E BALTIMORE ST, Baltimore, MD",NA,Tree Lawn,Liquidambar styraciflua,"sweetgum, American",1,2.7,11,NA,Good,2871,D,D,35.53895972,focal,D2,>20,3,7/24/2024,KM ALP MS,Sidewalk Planting Strip,Mixed Use,Lawn,Alive,Absent,0 (none),23.4,4.84,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,Sticky or hardened clear/brown resin,None,Moderate,Trace,None,None,None,None,Trace,Trace,Improper (major/trunk),NA,NA,Car (off ground),"trash around base,  removed plastic from around branch. trace leaffooted bug",Absent,Present,None,Present,not rotundiloba,None,None,Trace,Trace,0.668,0.098,0.234,59.99609,30.74,27.57,-3.17,0.2,39.462,7/24/2024 10:11,10.19833333,35.764976501464844,39.29276299,-76.56747959,35.7807393074036
114107,"3301 E PRATT ST, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,blackgum,1,2.5,10,NA,Good,2871,D,D,35.53895972,focal,D2,10,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Mixed Use,Other,Alive,Absent,0 (none),12.8,5.51,54,(1) 0-1%,3 (26-50%),1 (0-1%),4,3 (moderately unhealthy),None,None,None,None,Moderate,None,None,None,None,None,None,Recent,NA,NA,None,"ground bricks, wire thru canopy",Absent,Absent,None,Absent,ok,Building,None,None,None,0.338,0.545,0.117,58.96777,30.95,28.57,-2.38,0.79,21.266,7/24/2024 11:12,11.20972222,36.16061019897461,39.29002048,-76.57012324,36.1348490715027
128175,"108 S CONKLING ST, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,blackgum,1,2.5,11,NA,Good,2871,D,D,35.53895972,focal,D2,8,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,Absent,2 (>40%),15.9,4.73,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,Moderate,None,None,None,None,Trace,Trace,Improper (major/trunk),NA,NA,Car (off ground),"plastic tag embedded in trunk, trash at base",Absent,Present,None,Present,ok,Building,None,Trace,None,0.625,0.108,0.267,58.78711,31.08,30.11,-0.97,3.88,31.891,7/24/2024 10:31,10.53222222,36.16619873046875,39.29069516,-76.56749677,36.1707087925502
125774,"247 S HIGHLAND AVE, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,blackgum,1,2.6,11,NA,Good,2871,D,D,35.53895972,back-up,D2,12,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,Absent,0 (none),16.7,4.81,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,Moderate,Trace,Trace,None,Improper (major/trunk),NA,NA,Car (off ground),NA,Absent,Absent,None,Absent,ok,None,None,Trace,None,0.584,0.135,0.281,52.83691,32.38,30.75,-1.63,0.22,36.578,7/24/2024 13:53,13.89138889,35.96105194091797,39.28900947,-76.569085,35.9141289847238
129625,"3410 CLAREMONT ST, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,blackgum,1,2.6,10,NA,Good,2871,D,D,35.53895972,focal,D2,15,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,Absent,0 (none),12.5,5.39,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,Trace,None,None,None,None,None,Moderate,Substantive,Healed,NA,NA,Car (off ground),"watering bag with roaches,  millipede, slugs, spiders, beetles, ant nest and moist bark crumbling. also lanterns and bird nest in branches",Absent,Absent,None,Absent,ok,None,None,None,None,0.586,0.163,0.251,57.88379,31.25,27.75,-3.5,0.42,28.708,7/24/2024 10:56,10.94055556,36.226192474365234,39.28948149,-76.56828088,36.2218551635742
105877,"512 S MILTON AVE, Baltimore, MD",NA,Tree Lawn,Nyssa sylvatica,blackgum,1,3.5,7,NA,Good,2871,D,D,35.53895972,focal,D2,9,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Standing Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.287452697753906,39.28559955,-76.58150358,35.2526798248291
114306,"900 S EAST AVE, Baltimore, MD",NA,Well/Pit,Quercus alba,"oak, white",1,1.3,7,NA,Good,2871,D,D,35.53895972,focal,D2,10,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),23,4.2,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,Trace,Trace,None,None,NA,NA,Car (off ground),"weed cloth around base,  mystery axis discoloration, dog poop",Present,Absent,None,Absent,columnar cultivar,None,None,None,Trace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.51011657714844,39.28229966,-76.57181868,35.5102593558175
114440,"841 S ELLWOOD AVE, Baltimore, MD",NA,Well/Pit,Quercus alba,"oak, white",1,1.4,7,NA,Good,2871,D,D,35.53895972,focal,D2,8,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),16.1,3.04,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,None,Trace,None,None,NA,NA,None,NA,Absent,Absent,None,Absent,columnar cultivar,None,None,Trace,None,0.596,0.146,0.258,54.55566,32.89,32.11,-0.78,3.87,51.185,7/24/2024 12:30,12.5025,35.274784088134766,39.2824049,-76.57256127,35.2993300301688
118019,"1022 BAYLIS ST, Baltimore, MD",NA,Well/Pit,Quercus alba,"oak, white",1,2.4,12,NA,Good,2871,D,D,35.53895972,focal,D2,5,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,Absent,0 (none),32.3,8.19,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,Trace,None,None,None,Trace,Trace,Trace,Recent,NA,NA,None,substantial mystery discoloration. dog poop. plastic embedded in trunk,Present,Absent,None,Present,ok,Building,None,None,None,0.615,0.121,0.264,51.1709,33.57,31.07,-2.5,0.22,16.757,7/24/2024 12:56,12.93583333,35.64936828613281,39.28083829,-76.56778129,35.6351460048131
125815,"3514 E FAYETTE ST, Baltimore, MD",NA,Well/Pit,Quercus palustris,"oak, pin",1,2.2,13,NA,Good,2871,D,D,35.53895972,focal,D2,10,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,Absent,0 (none),27.1,6.7,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,Trace,Trace,Trace,Improper (minor/branches),NA,NA,Car (off ground),"clothes in branches,  trash at base, string embedded in trunk",Absent,Present,None,Present,ok,None,None,None,None,0.697,0.087,0.216,62.58203,29.94,27.29,-2.65,0.32,40.703,7/24/2024 9:47,9.786388889,35.718177795410156,39.29501515,-76.56835128,35.7281379699707
128271,"3531 ESTHER PL, Baltimore, MD",NA,Well/Pit,Quercus palustris,"oak, pin",1,2.2,12,NA,Good,2871,D,D,35.53895972,back-up,D2,10,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Mixed Use,Lawn,Alive,Absent,0 (none),33.5,7.08,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,Trace,None,None,None,Trace,Trace,Moderate,Improper (minor/branches),NA,NA,Car (off ground),spider mite trace discoloration,Absent,Absent,Trace,Absent,ok,Building,None,None,None,0.605,0.13,0.265,50.42676,33.05,31.89,-1.16,3.94,32.41,7/24/2024 14:04,14.07222222,35.53596496582031,39.29419801,-76.5677322,35.5286036900112
125889,"135 N HIGHLAND AVE, Baltimore, MD",NA,Well/Pit,Quercus palustris,"oak, pin",1,2.3,16,NA,Good,2871,D,D,35.53895972,focal,D2,8,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Mixed Use,Properly mulched,Alive,Absent,0 (none),21.5,6.94,54,(35) 31-35%,4 (51-75%),1 (0-1%),4,4 (severely unhealthy),None,Wet/weeping wounds (often blackened),None,Trace,Trace,None,None,None,None,None,Moderate,Healed,NA,NA,Car (off ground),"painted trunk, trash, fence around pit, hard to see leaves,  staple in trunk, lights in branches",Absent,Present,None,Present,ok,None,None,None,None,0.646,0.143,0.211,71.35254,26.53,26.47,-0.06,0.12,16.538,7/24/2024 9:10,9.166666667,36.2152099609375,39.29450196,-76.56945791,36.144944872175
110285,"3223 EASTERN AVE, Baltimore, MD",NA,Well/Pit,Quercus palustris,"oak, pin",1,2.8,8,NA,Good,2871,D,D,35.53895972,focal,D2,4,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Commercial,Bare ground,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not an oak, big blackgum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.26364517211914,39.28635105,-76.57067528,35.274959564209
107029,"619 S LUZERNE AVE, Baltimore, MD",NA,Planter/Raised bed,Quercus palustris,"oak, pin",1,3.3,10,NA,Good,2871,D,D,35.53895972,back-up,D2,6,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,willow oak not pin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3641471862793,39.28433902,-76.57983943,35.3556763785226
128333,"3404 ESTHER PL, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,2,8,NA,Good,2871,D,D,35.53895972,focal,D2,8,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,Absent,0 (none),31,9.34,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),Round in rows (sapsucker),None,None,None,Trace,None,None,None,None,None,Trace,Improper (minor/branches),NA,NA,Car (off ground),"trash around trunk,  dog poop, plastic bag in branches",Present,Present,None,Absent,ok,Building,None,None,None,0.686,0.078,0.236,62.74414,29.92,29.19,-0.73,0.11,6.495,7/24/2024 9:38,9.635833333,35.89636993408203,39.29432971,-76.56904134,35.8985421316964
128206,"3512 E LOMBARD ST, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,2.7,11,NA,Good,2871,D,D,35.53895972,focal,D2,8,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),33.1,10.83,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,None,None,None,Healed,NA,NA,Car (off ground),hard to see leaves,Absent,Absent,None,Absent,ok,None,None,None,None,0.505,0.195,0.3,60.75977,30.77,31.33,0.56,0.03,5.14,7/24/2024 10:24,10.410833330000001,36.194053649902344,39.29145083,-76.56786659,36.1915599278041
125912,"149 N HIGHLAND AVE, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,1.8,9,NA,Good,2871,D,D,35.53895972,focal,D2,8,5,7/24/2024,KM ALP MS,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),26.7,9.88,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,Sticky or hardened clear/brown resin,None,Moderate,None,None,None,None,None,Trace,None,Improper (minor/branches),NA,NA,Car (off ground),"fence around pit, lock over branch",Absent,Absent,None,Present,ok,None,None,None,Trace,0.714,0.037,0.249,65.27734,29.36,27.11,-2.25,1.22,5.14,7/24/2024 9:28,9.468611111,36.251075744628906,39.2947111,-76.56946718,36.214175088065
128355,"3529 E FAIRMOUNT AVE, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,1.5,7,NA,Good,2871,D,D,35.53895972,focal,D2,8,4,7/24/2024,KM ALP MS,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Alive,Absent,2 (>40%),26.5,7.41,48,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,None,None,Trace,Improper (minor/branches),NA,NA,Car (off ground),"plastic bags in branches,  trash at base, bead embedded in trunk",Absent,Present,None,Present,ok,None,None,None,None,0.698,0.055,0.248,58.74219,30.48,28.75,-1.73,0.24,8.612,7/24/2024 10:00,10.00472222,35.698787689208984,39.29360829,-76.56791046,35.6979947771345
166106,"2028 N PULASKI ST, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,1.5,7,NA,Good,2925,B,AB,35.25013455,focal,B6,8,4,7/10/2024,KM KTB ALP,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,Absent,0 (none),24.4,8.66,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,Trace,None,None,Improper (major/trunk),NA,NA,Car (off ground),"dog poop, vines recently removed. photosynq OK? fringed leaves don't cover sensor",Present,Absent,None,Absent,ok,None,None,None,None,0.598,0.131,0.271,67.93652,28.6,30.01,1.41,0.02,5.14,7/10/2024 9:07,9.126111111,35.84209442138672,39.31170309,-76.65150608,35.8166907174247
177488,"2207 WHITTIER AVE, Baltimore, MD",NA,Tree Lawn,Taxodium distichum,"baldcypress, common",1,2.1,7,NA,Good,2925,B,AB,35.25013455,focal,B6,>20,5,7/10/2024,KM KTB ALP,Sidewalk Planting Strip,Single-family Residential-attached,Lawn,Alive,Absent,0 (none),30.01,8.07,54,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),Round in rows (sapsucker),None,None,None,None,None,None,None,Trace,None,None,Healed,NA,NA,None,old spider mites,Absent,Absent,Trace,Absent,ok,None,None,None,None,0.618,0.134,0.248,53.33789,35.63,36.21,0.58,0.11,5.14,7/10/2024 10:34,10.58305556,35.73550796508789,39.31589875,-76.64850303,35.7349341256278
177439,"2318 BRYANT AVE, Baltimore, MD",NA,Tree Lawn,Taxodium distichum,"baldcypress, common",1,2.4,9,NA,Good,2925,B,AB,35.25013455,focal,B6,16,4,7/10/2024,KM KTB ALP,Sidewalk Planting Strip,Single-family Residential-attached,Bare ground,Alive,Absent,0 (none),26.34,10.07,54,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),2 (slightly unhealthy),None,None,None,Substantive,None,None,None,None,None,None,None,None,NA,NA,None,rocks asphalt ground cover. old spider mite substantive,Absent,Absent,Substantive,Absent,ok,None,None,None,None,0.661,0.063,0.276,51.30176,36.61,38.23,1.62,0.27,5.428,7/10/2024 10:53,10.89083333,35.11846923828125,39.31729,-76.64815491,35.0470766339983
161339,"3300 AUCHENTOROLY TERR, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,1.2,6,NA,Good,2925,B,AB,35.25013455,focal,B6,8,5,7/10/2024,KM KTB ALP,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,Absent,0 (none),25.64,8.72,49,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,None,None,None,Improper (minor/branches),NA,NA,None,old spider mite discoloration. removed ziptie branch,Absent,Absent,Trace,Present,ok,None,None,None,None,0.624,0.071,0.304,50.56738,36.93,33.23,-3.7,0.81,4.596,7/10/2024 11:01,11.03138889,35.022361755371094,39.31793701,-76.64741747,34.9990601539612
164925,"2101 N PULASKI ST, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,1.4,7,NA,Good,2925,B,AB,35.25013455,focal,B6,8,4,7/10/2024,KM KTB ALP,Sidewalk Cutout,Single-family Residential-attached,NA,NA,NA,NA,NA,4.22,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"willow oak in spot, bald cypress across street",NA,NA,NA,NA,willow oak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.739627838134766,39.31190513,-76.65110428,35.7444321768624
177457,"2308 BRYANT AVE, Baltimore, MD",NA,Tree Lawn,Taxodium distichum,"baldcypress, common",1,2.1,8,NA,Good,2925,B,AB,35.25013455,focal,B6,16,4,7/10/2024,KM KTB ALP,Sidewalk Planting Strip,Single-family Residential-attached,Herbaceous,Alive,Absent,0 (none),26.08,9.83,54,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,None,None,None,None,None,None,Trace,None,Improper (major/trunk),NA,NA,None,weed cloth around base. old spiders mites,Absent,Absent,Trace,Absent,ok,None,None,None,None,0.612,0.098,0.29,53.85449,36.24,33.93,-2.31,0.42,8.797,7/10/2024 10:47,10.78833333,35.408111572265625,39.31712585,-76.6483887,35.3899296351842
177368,"2305 WHITTIER AVE, Baltimore, MD",NA,Tree Lawn,Liquidambar styraciflua,"sweetgum, American",1,1.4,8,NA,Good,2925,B,AB,35.25013455,focal,B6,16,4,7/10/2024,KM KTB ALP,Sidewalk Planting Strip,Single-family Residential-attached,Properly mulched,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"prunus now, no sweetgum around",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.63656997680664,39.31640632,-76.64781194,35.6467661857605
