Burghardt_ID,street_address,space_type,SPP,common,MULTI_STEM,DBH_2018,Ht_2018,Notes_2018,Condition,area_id,grade,grade_group,mean_temp_C,Status,HOLC_neigh,SPACELENGTH,SPACEWIDTH,long,lat,survey_date,Observer(s),Site Type,Land Use,Groundcover,Mortality Status,Species ID Notes,Basal Sprouts,Root Girdling,Overhead Conflicts,Tree Height (ft),Trunk Diameter (in),Height of Diameter (in),Fine Twig Dieback,Leaf Discoloration,Leaf Defoliation,Crown Light Exposure,Crown Vigor,Exit Holes,Exudation/Growths,Galleries,Bark Fissures/cankers,Scale,Aphids,Flatids,Whitefly,Twig/branch Galls,Leaf Galls,SLF,Caterpillars,Natural Enemies,Ants,Pruning,Vehicle Damage,dog_poop,trash,spider_mite,foreign_embedded,survey_notes,Phi2,PhiNPQ,PhiNO,Ambient Humidity,Ambient Temperature,Leaf Temperature,Leaf Temperature Differential,leaf_thickness,SPAD,photosynq_date,Time of Day
163971,"2431 REISTERSTOWN ROAD, Baltimore, MD",Well/Pit,Quercus phellos,"oak, willow",1,2.8,8,NA,Good,2925,B,AB,35.2501345526344,Focal,B6,8,5,-76.650068145665799,39.3164828498048,45838,MS KM SM,Sidewalk Cutout,Mixed Use,Herbaceous,Unknown,now hackberry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161354,"1618 GWYNNS FALLS PKWY, Baltimore, MD",Well/Pit,Quercus phellos,"oak, willow",1,1.5,7,NA,Good,2925,B,AB,35.2501345526344,Focal,B6,16,5,-76.649254885213907,39.3182039375627,45838,MS KM SM,Sidewalk Planting Strip,Single-family Residential-attached,Herbaceous,Alive,ok,Absent,0 (none),None,31.4,6.45,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,3 (moderately unhealthy),None,None,None,None,Trace,None,None,None,None,None,Trace,None,Trace,Trace,None,Car (off ground),Absent,Present,None,Absent,"bird nest, membracid trace",0.641,0.15,0.209,48.24512,35.74,36.75,1.01,0.12,20.244,6/30/2025 10:35,10.59388889
161353,"3300 AUCHENTOROLY TERR, Baltimore, MD",Well/Pit,Quercus phellos,"oak, willow",1,2.4,10,NA,Good,2925,B,AB,35.2501345526344,Backup,B6,8,5,-76.647558568409906,39.317708323535399,45861,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Lawn,Alive,ok,Absent,0 (none),None,32.7,6.03,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,None,Trace,None,None,None,None,None,Trace,Trace,Trace,Trace,Improper (minor/branches),None,Present,Present,None,Absent,NA,0.627,0.125,0.248,41.71289,35.1,36.25,1.15,0.03,20.318,7/23/2025 14:20,14.348333330000001
177480,"2302 BRYANT AVE, Baltimore, MD",Tree Lawn,Quercus phellos,"oak, willow",1,2.2,10,NA,Good,2925,B,AB,35.2501345526344,Backup,B6,16,4,-76.648620440121604,39.3169593180899,45838,MS KM SM,Sidewalk Planting Strip,Single-family Residential-attached,Herbaceous,Alive,ok,Absent,0 (none),Other,31,7.74,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,None,None,None,None,None,None,None,Trace,None,Trace,Moderate,None,None,Absent,Absent,None,Absent,"weed cloth, sign overhead",0.654,0.112,0.234,46.20508,36.69,32.19,-4.5,0.12,31.672,6/30/2025 14:00,14.015
164667,"2001 WINDSOR AVE, Baltimore, MD",Well/Pit,Quercus rubra,"oak, northern red",1,3.5,12,NA,Good,2925,B,AB,35.2501345526344,Focal,B6,5,5,-76.650567126932401,39.312848293804798,45838,MS KM SM,Sidewalk Cutout,Mixed Use,Herbaceous,Alive,ok,Absent,0 (none),Building,29,9.0500000000000007,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,None,None,None,None,Moderate,None,None,None,None,Trace,None,Trace,Moderate,None,Car (off ground),Present,Present,None,Present,trace mididae,0.528,0.24,0.232,51.56543,35.1,34.99,-0.11,0.26,39.129,6/30/2025 9:34,9.575555556
161337,"1608 GWYNNS FALLS PKWY, Baltimore, MD",Well/Pit,Quercus rubra,"oak, northern red",1,2,9,NA,Good,2925,B,AB,35.2501345526344,Focal,B6,8,5,-76.648788320659705,39.318176845775298,45838,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Alive,ok,Absent,0 (none),None,27.5,5.77,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,Wet/weeping wounds (often blackened),None,None,None,Trace,None,None,None,None,Trace,None,Trace,Moderate,Improper (minor/branches),None,Absent,Absent,None,Absent,"lights around trunk, wind chimes in tree, trace barklice",0.664,0.13,0.206,48.4873,35.61,34.51,-1.1,0.06,44.282,6/30/2025 10:56,10.94611111
161434,"1712 GWYNNS FALLS PKWY, Baltimore, MD",Well/Pit,Quercus rubra,"oak, northern red",1,1.3,7,NA,Good,2925,B,AB,35.2501345526344,Focal,B6,8,4,-76.650196252800697,39.317171271117601,45838,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,ok,Absent,0 (none),None,16,3.82,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,Honeydew/sooty mold,None,None,Substantive,Trace,None,None,None,None,Trace,None,Trace,Trace,Healed,None,Absent,Present,None,Absent,NA,0.624,0.121,0.255,46.46289,37.04,34.77,-2.27,0.06,46.397,6/30/2025 12:04,12.07611111
169854,"1204 BOLTON ST, Baltimore, MD",Well/Pit,Acer saccharinum,"maple, silver",1,4.6,25,NA,Good,2891,D,D,35.3756584222689,Focal,D4,6,5,-76.623341792393205,39.304690573685399,45846,MS SM OA,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,ok,Present,2 (>40%),Other,45.5,11.19,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,None,None,None,Trace,None,None,Trace,None,None,None,None,Trace,Trace,Improper (minor/branches),None,Absent,Absent,None,Absent,"lamppost overhead,  trace barklice",0.694,0.114,0.191,51.25098,34.67,32.11,-2.56,0.05,36.318,7/8/2025 9:46,9.773888889
42046,"899 W FAYETTE ST, Baltimore, MD",Well/Pit,Acer saccharinum,"maple, silver",1,3.6,20,NA,Good,2891,D,D,35.3756584222689,Focal,D4,8,4,-76.631898008297796,39.289908974340797,45847,MS KM SM OA,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Removed,empty pit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117740,"128 S SCHROEDER ST, Baltimore, MD",Well/Pit,Acer saccharinum,"maple, silver",1,2.5,15,NA,Good,2891,D,D,35.3756584222689,Focal,D4,4,4,-76.633708506431603,39.286095877682598,45847,MS KM SM OA,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,ok,Absent,0 (none),Wires,32.8,7.19,54,(1) 0-1%,2 (2-25%),1 (0-1%),3,2 (slightly unhealthy),None,None,Trace,Trace,Moderate,None,None,None,None,None,None,None,Trace,Trace,Improper (minor/branches),Car (off ground),NA,Present,None,Absent,"trace cicadellid, lights in tree canopy",0.724,0.09,0.186,52.08789,33.93,32.93,-1,0.02,41.306,7/9/2025 12:22,12.36944444
119069,"12 S CAREY ST, Baltimore, MD",Well/Pit,Acer saccharinum,"maple, silver",1,4.3,25,NA,Good,2891,D,D,35.3756584222689,Backup,D4,6,4,-76.638211459607305,39.288163311155699,45854,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Stump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122635,"10 N CALHOUN ST, Baltimore, MD",Well/Pit,Acer saccharinum,"maple, silver",4,1,10,NA,Good,2891,D,D,35.3756584222689,Backup,D4,6,5,-76.639686545448498,39.288997807351898,45853,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Removed,empty pit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140946,"1702 HOLLINS ST, Baltimore, MD",Well/Pit,Acer saccharinum,"maple, silver",1,4.1,15,NA,Good,2891,D,D,35.3756584222689,Backup,D4,6,4,-76.643920354557807,39.2873834072726,45848,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,ok,Absent,0 (none),Wires,29.3,6.91,54,(5) 2-5%,1 (0-1%),1 (0-1%),4,1 (healthy),None,Honeydew/sooty mold,None,None,Substantive,None,None,None,None,None,Trace,None,Trace,Moderate,Healed,Car (off ground),Absent,Absent,None,Present,"weedcloth under mulch, lights in tree, trace barklice",0.667,0.112,0.221,68.58301,25.17,25.71,0.54,0.27,34.38,7/10/2025 8:25,8.431944444
123284,"238 S STRICKER ST, Baltimore, MD",Well/Pit,Acer saccharum,"maple, sugar",1,2.5,15,NA,Good,2891,D,D,35.3756584222689,Focal,D4,8,4,-76.6410844390427,39.284509508112897,45847,MS KM SM OA,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,ok,Absent,0 (none),None,25.6,5.86,54,(1) 0-1%,1 (0-1%),1 (0-1%),3,1 (healthy),None,None,None,None,Trace,Trace,None,None,None,None,None,None,Trace,Trace,Healed,None,Absent,Present,None,Absent,"trace cicadellid , suncatcher hanging on branch",0.693,0.108,0.199,45.41699,36.39,36.29,-0.1,0.03,42.951,7/9/2025 10:47,10.79277778
127775,"1626 HOLLINS ST, Baltimore, MD",Well/Pit,Acer saccharum,"maple, sugar",1,2.2,10,NA,Good,2891,D,D,35.3756584222689,Focal,D4,4,4,-76.643355808055901,39.287411572881901,45847,MS KM SM OA,Sidewalk Cutout,Mixed Use,Properly mulched,Alive,ok,Absent,0 (none),None,16,3.45,54,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,None,Trace,None,None,None,None,None,None,None,Trace,Trace,Improper (minor/branches),Car (off ground),Absent,Absent,None,Absent,"trace miridae, trace cicadellid, trace pentatomid",0.662,0.129,0.209,48.44629,34.91,36.51,1.6,0.02,44.685,7/9/2025 10:00,10.00777778
131681,"1101 HARLEM AVE, Baltimore, MD",Well/Pit,Acer saccharum,"maple, sugar",1,2.4,10,NA,Good,2891,D,D,35.3756584222689,Focal,D4,9,5,-76.635797596746301,39.296592254003897,45846,MS SM OA,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,ok,Absent,0 (none),None,13.6,4.18,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,None,None,None,Trace,Trace,None,None,None,None,Trace,None,Trace,None,None,Car (off ground),Absent,Absent,None,Absent,moderate cicadellid,0.689,0.117,0.194,43.97559,37.39,36.43,-0.96,0.03,44.409,7/8/2025 12:21,12.36638889
117767,"14 S SCHROEDER ST, Baltimore, MD",Well/Pit,Carpinus caroliniana,"hornbeam, American",1,1,8,NA,Good,2891,D,D,35.3756584222689,Focal,D4,5,4,-76.633831302265705,39.288136862517199,45847,MS SM KM OA,Sidewalk Cutout,Single-family Residential-attached,Lawn,Removed,empty pit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169793,"145 W LANVALE ST, Baltimore, MD",Well/Pit,Carpinus caroliniana,"hornbeam, American",1,1.2,7,NA,Good,2891,D,D,35.3756584222689,Focal,D4,6,5,-76.622378368785803,39.306514983184996,45846,MS SM OA,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,ok,Absent,0 (none),None,7.9,1.64,54,(10) 6-10%,2 (2-25%),1 (0-1%),2,1 (healthy),None,None,Trace,None,None,None,None,Trace,None,None,None,None,Trace,None,Healed,Car (off ground),Absent,Absent,None,Absent,trace cicadellid,0.694,0.137,0.168,49.69922,33.97,35.13,1.16,0.02,43.447,7/8/2025 9:31,9.530833333
117589,"910 W PRATT ST, Baltimore, MD",Well/Pit,Carpinus caroliniana,"hornbeam, American",1,1,8,DBH at 2,Good,2891,D,D,35.3756584222689,Backup,D4,8,4,-76.632629051272303,39.2859040956264,45847,MS KM SM OA,Sidewalk Cutout,Commercial,Properly mulched,Alive,"hard to tell, no new growth",Absent,0 (none),None,7.4,1.5,54,(30) 26-30%,3 (26-50%),1 (0-1%),5 (all sides in sun),4 (severely unhealthy),None,None,None,Trace,None,None,None,None,None,None,None,None,Trace,None,Improper (minor/branches),Mower (near ground),Absent,Present,None,Absent,trunk loose,0.436,0.375,0.189,48.58105,32.95,33.11,0.16,0.34,44.533,7/9/2025 13:39,13.66333333
169680,"216 W LANVALE ST, Baltimore, MD",Well/Pit,Carpinus caroliniana,"hornbeam, American",1,1.3,6,DBH at 2,Good,2891,D,D,35.3756584222689,Backup,D4,8,5,-76.623691973312106,39.305717047549997,45846,MS SM OA,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Unknown,now redbud sept 2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121009,"31 S GILMOR ST, Baltimore, MD",Well/Pit,Celtis occidentalis,"hackberry, common",1,1.8,10,NA,Good,2891,D,D,35.3756584222689,Focal,D4,4,4,-76.641126292308002,39.287363758767597,45847,MS KM SM OA,Sidewalk Cutout,Mixed Use,Improperly mulched,Alive,ok,Present,0 (none),None,38.8,7.73,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,Trace,None,Trace,Trace,None,Moderate,Substantive,Trace,Trace,Trace,Healed,None,Absent,Absent,None,Absent,"tarp under mulch, trace barklice",0.593,0.176,0.231,47.43652,35.67,36.43,0.76,0.03,30.302,7/9/2025 10:09,10.16583333
167481,"1420 EUTAW PL, Baltimore, MD",Open/Unrestricted,Celtis occidentalis,"hackberry, common",1,3.4,17,NA,Good,2891,D,D,35.3756584222689,Focal,D4,>20,>20,-76.627816830666404,39.305237424104703,45846,MS SM OA,Median,Maintained Park,Lawn,Alive,ok,Absent,0 (none),None,38.7,12.48,54,(1) 0-1%,2 (2-25%),2 (2-25%),4,2 (slightly unhealthy),None,None,None,None,Trace,None,None,Trace,None,None,Trace,Trace,Trace,Trace,Improper (minor/branches),Car (off ground),Absent,Absent,None,Absent,NA,0.68,0.095,0.225,45.54395,35.65,33.97,-1.68,0.04,26.271,7/8/2025 10:17,10.28444444
148296,"1900 W LOMBARD ST, Baltimore, MD",Well/Pit,Celtis occidentalis,"hackberry, common",1,1.7,10,NA,Good,2891,D,D,35.3756584222689,Focal,D4,8,4,-76.646909378074199,39.286338282928497,45847,MS KM SM OA,Sidewalk Cutout,Mixed Use,Herbaceous,Alive,ok,Absent,0 (none),Building,26.3,6.75,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,None,Trace,None,Trace,Trace,None,Trace,Moderate,Trace,Trace,Trace,Improper (major/trunk),Car (off ground),Absent,Present,None,Absent,trace miridae,0.537,0.289,0.175,60.05371,29.43,30.79,1.36,0.04,21.06,7/9/2025 9:38,9.638611111
120889,"31 S GILMOR ST, Baltimore, MD",Well/Pit,Cercis canadensis,"redbud, eastern",1,3.1,10,NA,Good,2891,D,D,35.3756584222689,Focal,D4,5,4,-76.642207732060299,39.286845728341802,45847,MS KM SM OA,Sidewalk Cutout,Mixed Use,Properly mulched,Alive,ok,Present,0 (none),None,13.7,5.0199999999999996,54,(15) 11-15%,2 (2-25%),1 (0-1%),5 (all sides in sun),3 (moderately unhealthy),Small round with sawdust tube (Ambrosia or bark beetles),None,None,Trace,None,None,None,None,None,None,None,Trace,Trace,Trace,Improper (major/trunk),Car (off ground),Absent,Absent,None,Absent,"trace acanaloniidae, leafcutter bees, trace cicadellid",0.481,0.204,0.314,46.41113,36.3,34.09,-2.21,0.1,27.363,7/9/2025 10:32,10.54333333
39374,"732 MURPHY LANE, Baltimore, MD",Open/Unrestricted,Cercis canadensis,"redbud, eastern",1,3.1,10,NA,Good,2891,D,D,35.3756584222689,Focal,D4,>20,>20,-76.630621703316507,39.294680582309503,45846,MS SM OA,Median,Single-family Residential-detached,Lawn,Removed,ginko now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159275,"2001 DRUID HILL AVE, Baltimore, MD",Well/Pit,Cercis canadensis,"redbud, eastern",1,2.3,9,NA,Good,2891,D,D,35.3756584222689,Focal,D4,10,5,-76.635111455840004,39.307772952478203,45846,MS SM OA,Sidewalk Cutout,Maintained Park,Herbaceous,Alive,ok,Absent,0 (none),None,9.7,5.58,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,None,Trace,None,None,None,None,None,None,None,Trace,Trace,Improper (minor/branches),Car (off ground),Absent,Present,None,Absent,trace cicadellid,0.375,0.48,0.146,45.25488,35.88,35.95,0.07,0.03,31.018,7/8/2025 10:43,10.7225
163963,"1352 W NORTH AVE, Baltimore, MD",Well/Pit,Cercis canadensis,"redbud, eastern",1,2.2,7,NA,Good,2891,D,D,35.3756584222689,Backup,D4,8,5,-76.639809910043297,39.310279301575001,45848,MS KM SM,Sidewalk Cutout,Commercial,Other,Alive,ok,Absent,0 (none),None,21.5,8.27,54,(25) 21-25%,2 (2-25%),1 (0-1%),3,3 (moderately unhealthy),None,None,Trace,Trace,None,None,None,None,None,None,Trace,None,Moderate,Trace,Improper (minor/branches),Car (off ground),Absent,Present,None,Absent,"straw groundcover, epicormic shoot, bird nest",0.599,0.101,0.3,53.29785,30.94,27.43,-3.51,0.1,43.033,7/10/2025 9:52,9.87
120906,"122 S CALHOUN ST, Baltimore, MD",Well/Pit,Gleditsia triacanthos,"honeylocust, thornless",1,3.8,20,NA,Good,2891,D,D,35.3756584222689,Focal,D4,4,5,-76.639472258869404,39.285730862912402,45847,MS KM SM OA,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Stump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74388,"819 W LOMBARD ST, Baltimore, MD",Well/Pit,Gleditsia triacanthos,"honeylocust, thornless",1,3.2,15,NA,Good,2891,D,D,35.3756584222689,Focal,D4,6,3,-76.628510148629402,39.286945579719301,45847,MS KM SM OA,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,ok,Absent,1 (<40%),Building,19.2,6.66,54,(5) 2-5%,2 (2-25%),2 (2-25%),4,1 (healthy),None,Sticky or hardened clear/brown resin,None,None,None,None,None,Trace,None,None,None,None,Trace,Trace,Improper (major/trunk),Car (off ground),Absent,Present,None,Present,trace red mite,0.484,0.297,0.218,57.33887,30.08,30.43,0.35,0.04,50.289,7/9/2025 13:08,13.14972222
184218,"1722 N CALHOUN ST, Baltimore, MD",Well/Pit,Gleditsia triacanthos,"honeylocust, thornless",1,3,25,NA,Good,2891,D,D,35.3756584222689,Focal,D4,6,4,-76.644160983706101,39.308437075178098,45846,MS SM OA,Sidewalk Cutout,Single-family Residential-attached,Lawn,Alive,ok,Absent,0 (none),Building,20.9,6.4,54,(1) 0-1%,2 (2-25%),2 (2-25%),4,1 (healthy),None,None,None,None,None,None,None,Trace,None,None,Trace,None,Trace,None,Improper (minor/branches),Car (off ground),Absent,Present,None,Absent,NA,0.634,0.097,0.268,43.35742,37.94,34.65,-3.29,0.05,46.092,7/8/2025 11:56,11.94916667
118782,"201 N CAREY ST, Baltimore, MD",Well/Pit,Gleditsia triacanthos,"honeylocust, thornless",1,2.9,15,NA,Good,2891,D,D,35.3756584222689,Backup,D4,5,5,-76.637926750246905,39.290928782296398,45848,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,NA,Alive,ok,Absent,0 (none),Building,22.1,6.19,54,(5) 2-5%,2 (2-25%),2 (2-25%),3,2 (slightly unhealthy),None,None,None,None,Trace,None,None,Trace,None,None,None,Trace,Trace,None,None,Car (off ground),Absent,Present,None,Absent,trace miridae,0.703,0.091,0.206,56.89746,30.85,30.83,-0.02,0.02,49.074,7/10/2025 8:56,8.943611111
119208,"1432 HOLLINS ST, Baltimore, MD",Well/Pit,Magnolia grandiflora,"magnolia, southern",1,3.5,10,DBH at 1,Good,2891,D,D,35.3756584222689,Focal,D4,5,5,-76.640851927317598,39.287721043464401,45847,MS KM SM OA,Sidewalk Cutout,Mixed Use,Herbaceous,Alive,cultivar,Absent,0 (none),None,14.3,6.14,13,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,None,None,None,None,None,None,None,Trace,None,Trace,Trace,None,Car (off ground),Absent,Absent,None,Absent,"bird nest, trace coreidae",0.401,0.4,0.199,47.06055,35.9,37.61,1.71,0.12,64.528,7/9/2025 10:18,10.31611111
37456,"1001 ARGYLE AVE, Baltimore, MD",Open/Unrestricted,Magnolia grandiflora,"magnolia, southern",1,2.7,12,NA,Good,2891,D,D,35.3756584222689,Focal,D4,>20,>20,-76.628605750521899,39.297299809424601,45846,MS SM OA,Front Yard,Single-family Residential-attached,Improperly mulched,Alive,ok,Absent,0 (none),None,23.9,8.5,54,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),Round in rows (sapsucker),None,None,None,None,None,None,None,None,None,Moderate,Trace,Trace,Trace,Healed,None,Absent,Absent,None,Absent,trace pentatomid,0.62,0.099,0.281,45.46973,37.26,33.75,-3.51,0.86,57.6,7/8/2025 13:03,13.06388889
37413,"1001 ARGYLE AVE, Baltimore, MD",Open/Unrestricted,Magnolia grandiflora,"magnolia, southern",1,2,14,NA,Good,2891,D,D,35.3756584222689,Focal,D4,>20,>20,-76.628788050279596,39.297452044312699,45846,MS SM OA,Front Yard,Single-family Residential-attached,Improperly mulched,Alive,ok,Absent,0 (none),None,22.7,8.42,54,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),Round in rows (sapsucker),None,None,None,None,None,None,None,None,None,Moderate,None,Trace,Trace,Healed,None,Absent,Absent,None,Absent,pentatomid trace,0.676,0.096,0.228,43.74805,37,33.03,-3.97,0.55,69.66,7/8/2025 12:56,12.94361111
37446,"1100 PARK AVE, Baltimore, MD",Open/Unrestricted,Magnolia grandiflora,"magnolia, southern",NA,3,6,NA,Good,2891,D,D,35.3756584222689,Backup,D4,>20,>20,-76.620968960039804,39.3045350456634,45861,MS KM SM,Maintained Park,Maintained Park,Lawn,Alive,ok,Absent,0 (none),None,18.4,6.97,12,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),Mid-sized round with sawdust on ground (clearwing borers),None,None,None,None,None,None,None,None,None,None,None,Trace,Trace,None,None,Absent,Present,None,Absent,NA,0.517,0.239,0.244,43.60254,35.12,35.85,0.73,0.19,59.688,7/23/2025 13:05,13.08805556
37455,"1001 ARGYLE AVE, Baltimore, MD",Open/Unrestricted,Magnolia grandiflora,"magnolia, southern",1,4.6,18,NA,Good,2891,D,D,35.3756584222689,Backup,D4,>20,>20,-76.628704625465005,39.297388280889301,45854,MS KM SM,Front Yard,Single-family Residential-detached,Improperly mulched,Alive,ok,Absent,0 (none),None,32.5,8.67,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),Mid-sized round with sawdust on ground (clearwing borers),None,None,None,None,None,Trace,None,None,None,Trace,None,Trace,Trace,Healed,None,Absent,Absent,None,Present,also sapsucker holes,0.604,0.147,0.249,50.80176,34.02,30.25,-3.77,0.25,71.3,7/16/2025 13:43,13.71888889
33404,"507 W PRESTON ST, Baltimore, MD",Well/Pit,Magnolia virginiana,"magnolia, sweetbay",NA,2,10,NA,Good,2891,D,D,35.3756584222689,Focal,D4,>20,4,-76.626049647657396,39.299176142152199,45846,MS SM OA,Sidewalk Planting Strip,Institutional,Herbaceous,Unknown,empty pit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33447,"507 W PRESTON ST, Baltimore, MD",Well/Pit,Magnolia virginiana,"magnolia, sweetbay",NA,2,6,NA,Good,2891,D,D,35.3756584222689,Backup,D4,>20,4,-76.626120635030205,39.299116303769502,45846,MS SM OA,Sidewalk Planting Strip,Institutional,Herbaceous,Unknown,paved over?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127218,"901 W MULBERRY ST, Baltimore, MD",Median/Island,Magnolia virginiana,"magnolia, sweetbay",1,1,5,DBH at 1,Good,2891,D,D,35.3756584222689,Focal,D4,>20,>20,-76.633488193309205,39.293784130072098,45846,MS SM OA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,inaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128861,"800 W FRANKLIN ST, Baltimore, MD",Median/Island,Magnolia virginiana,"magnolia, sweetbay",1,1,7,NA,Good,2891,D,D,35.3756584222689,Focal,D4,>20,>20,-76.631148977309294,39.294070563618199,45846,MS SM OA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,inaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127130,"329 N SCHROEDER ST, Baltimore, MD",Median/Island,Quercus bicolor,"oak, swamp white",1,1,10,NA,Good,2891,D,D,35.3756584222689,Focal,D4,>20,>20,-76.633736567766604,39.293725881563198,45846,MS SM OA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,inaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
